dataset,pair,virus,reference,n_differing_drivers,driver_positions_mature,distinct_blocks,n_replicate_rows,class
H3N2,A/Netherlands/18/1994 vs A/Netherlands/218/1995,A/Netherlands/18/1994,A/Netherlands/218/1995,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/18/1994 vs A/Netherlands/286/1997,A/Netherlands/18/1994,A/Netherlands/286/1997,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/18/1994 vs A/Netherlands/47/1995,A/Netherlands/18/1994,A/Netherlands/47/1995,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/18/1994 vs A/Sichuan/2/1987,A/Netherlands/18/1994,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/209/1980 vs A/Bilthoven/5930/1974,A/Netherlands/209/1980,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Netherlands/241/1982 vs A/Bilthoven/5930/1974,A/Netherlands/241/1982,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Beijing/353/1989,A/Netherlands/241/1993,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Bilthoven/2461/1978,A/Netherlands/241/1993,A/Bilthoven/2461/1978,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/HongKong/34/1990,A/Netherlands/241/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Lyon/1149/1991,A/Netherlands/241/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Netherlands/172/1996,A/Netherlands/241/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Netherlands/218/1995,A/Netherlands/241/1993,A/Netherlands/218/1995,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Netherlands/233/1982,A/Netherlands/241/1993,A/Netherlands/233/1982,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Netherlands/330/1985,A/Netherlands/241/1993,A/Netherlands/330/1985,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Netherlands/450/1988,A/Netherlands/241/1993,A/Netherlands/450/1988,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs A/Stockholm/10/1985,A/Netherlands/241/1993,A/Stockholm/10/1985,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/241/1993 vs PR/413/94,A/Netherlands/241/1993,PR/413/94,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/300/1997 vs A/Beijing/32/1992,A/Netherlands/300/1997,A/Beijing/32/1992,5,133;157;158;189;278,5,1,multi-block
H3N2,A/Netherlands/330/1985 vs A/Bilthoven/5930/1974,A/Netherlands/330/1985,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Netherlands/330/1985 vs A/Madrid/G252/1993,A/Netherlands/330/1985,A/Madrid/G252/1993,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/371/1993 vs A/Beijing/353/1989,A/Netherlands/371/1993,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/371/1993 vs A/HongKong/34/1990,A/Netherlands/371/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/371/1993 vs A/Lyon/1149/1991,A/Netherlands/371/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Netherlands/371/1993 vs A/Netherlands/172/1996,A/Netherlands/371/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Netherlands/427/1998 vs A/Beijing/32/1992,A/Netherlands/427/1998,A/Beijing/32/1992,5,133;157;158;189;278,5,1,multi-block
H3N2,A/Netherlands/450/1988 vs A/Amsterdam/1609/1977,A/Netherlands/450/1988,A/Amsterdam/1609/1977,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Netherlands/450/1988 vs A/Bilthoven/5930/1974,A/Netherlands/450/1988,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Netherlands/450/1988 vs A/Madrid/G252/1993,A/Netherlands/450/1988,A/Madrid/G252/1993,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/620/1989 vs A/Amsterdam/1609/1977,A/Netherlands/620/1989,A/Amsterdam/1609/1977,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Netherlands/620/1989 vs A/Bilthoven/5930/1974,A/Netherlands/620/1989,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Netherlands/620/1989 vs A/Madrid/G252/1993,A/Netherlands/620/1989,A/Madrid/G252/1993,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Netherlands/816/1991 vs A/Finland/338/1995,A/Netherlands/816/1991,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/816/1991 vs A/Lyon/2279/1995,A/Netherlands/816/1991,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/816/1991 vs A/Nanchang/933/1995,A/Netherlands/816/1991,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/823/1992 vs A/Shandong/9/1993,A/Netherlands/823/1992,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Netherlands/891/1991 vs A/Finland/338/1995,A/Netherlands/891/1991,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/891/1991 vs A/Lyon/2279/1995,A/Netherlands/891/1991,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/891/1991 vs A/Nanchang/933/1995,A/Netherlands/891/1991,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/935/1992 vs A/Finland/338/1995,A/Netherlands/935/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/935/1992 vs A/Lyon/2279/1995,A/Netherlands/935/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Netherlands/935/1992 vs A/Nanchang/933/1995,A/Netherlands/935/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Nijmegen/3126/1992 vs A/Shandong/9/1993,A/Nijmegen/3126/1992,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Nijmegen/3129/1992 vs A/Finland/338/1995,A/Nijmegen/3129/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Nijmegen/3129/1992 vs A/Lyon/2279/1995,A/Nijmegen/3129/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Nijmegen/3129/1992 vs A/Nanchang/933/1995,A/Nijmegen/3129/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/583/1992 vs A/Finland/338/1995,A/Paris/583/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/583/1992 vs A/Lyon/2279/1995,A/Paris/583/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/583/1992 vs A/Nanchang/933/1995,A/Paris/583/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/614/1992 vs A/Finland/338/1995,A/Paris/614/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/614/1992 vs A/Lyon/2279/1995,A/Paris/614/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Paris/614/1992 vs A/Nanchang/933/1995,A/Paris/614/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Philippines/2/1982 vs A/Beijing/32/1992,A/Philippines/2/1982,A/Beijing/32/1992,5,11;133;189;190;193,5,2,multi-block
H3N2,A/Philippines/2/1982 vs A/PortChalmers/1/1973,A/Philippines/2/1982,A/PortChalmers/1/1973,5,11;133;158;189;278,5,1,multi-block
H3N2,A/PortChalmers/1/1973 vs A/Leningrad/360/1986,A/PortChalmers/1/1973,A/Leningrad/360/1986,5,11;133;158;189;278,5,1,multi-block
H3N2,A/PortChalmers/1/1973 vs A/Shanghai/11/1987,A/PortChalmers/1/1973,A/Shanghai/11/1987,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Rotterdam/577/1980 vs A/Bilthoven/5930/1974,A/Rotterdam/577/1980,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Rotterdam/5828/1977 vs A/Victoria/7/1987,A/Rotterdam/5828/1977,A/Victoria/7/1987,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Rotterdam/8179/1977 vs A/Beijing/353/1989,A/Rotterdam/8179/1977,A/Beijing/353/1989,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Rotterdam/8179/1977 vs A/Victoria/7/1987,A/Rotterdam/8179/1977,A/Victoria/7/1987,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/HongKong/34/1990,A/Sendai/C273/1992,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Lyon/1149/1991,A/Sendai/C273/1992,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Netherlands/172/1996,A/Sendai/C273/1992,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Netherlands/450/1988,A/Sendai/C273/1992,A/Netherlands/450/1988,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Netherlands/620/1989,A/Sendai/C273/1992,A/Netherlands/620/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Shanghai/11/1987,A/Sendai/C273/1992,A/Shanghai/11/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Sendai/C273/1992 vs A/Sichuan/2/1987,A/Sendai/C273/1992,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/HongKong/34/1990,A/Shandong/9/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Leningrad/360/1986,A/Shandong/9/1993,A/Leningrad/360/1986,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Lyon/1149/1991,A/Shandong/9/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Netherlands/172/1996,A/Shandong/9/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Netherlands/218/1995,A/Shandong/9/1993,A/Netherlands/218/1995,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Netherlands/47/1995,A/Shandong/9/1993,A/Netherlands/47/1995,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Scotland/840/1974,A/Shandong/9/1993,A/Scotland/840/1974,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Shanghai/11/1987,A/Shandong/9/1993,A/Shanghai/11/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Shandong/9/1993 vs A/Sichuan/2/1987,A/Shandong/9/1993,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Shandong/9/1993 vs PR/413/94,A/Shandong/9/1993,PR/413/94,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Shanghai/11/1987 vs A/PortChalmers/1/1973,A/Shanghai/11/1987,A/PortChalmers/1/1973,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Sichuan/2/1987 vs A/Guangdong/25/1993,A/Sichuan/2/1987,A/Guangdong/25/1993,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Sichuan/2/1987 vs A/Netherlands/18/1994,A/Sichuan/2/1987,A/Netherlands/18/1994,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Sichuan/2/1987 vs A/PortChalmers/1/1973,A/Sichuan/2/1987,A/PortChalmers/1/1973,5,11;133;158;189;278,5,1,multi-block
H3N2,A/SouthAustralia/23/1992 vs A/Shandong/9/1993,A/SouthAustralia/23/1992,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/SouthAustralia/27/1992 vs A/Shandong/9/1993,A/SouthAustralia/27/1992,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Stockholm/10/1985 vs A/Bilthoven/5930/1974,A/Stockholm/10/1985,A/Bilthoven/5930/1974,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Stockholm/10/1985 vs A/Madrid/G252/1993,A/Stockholm/10/1985,A/Madrid/G252/1993,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Beijing/353/1989,A/Stockholm/12/1992,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/HongKong/34/1990,A/Stockholm/12/1992,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Lyon/1149/1991,A/Stockholm/12/1992,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Netherlands/172/1996,A/Stockholm/12/1992,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Netherlands/450/1988,A/Stockholm/12/1992,A/Netherlands/450/1988,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Netherlands/620/1989,A/Stockholm/12/1992,A/Netherlands/620/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Shanghai/11/1987,A/Stockholm/12/1992,A/Shanghai/11/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/12/1992 vs A/Sichuan/2/1987,A/Stockholm/12/1992,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/13/1992 vs A/Finland/338/1995,A/Stockholm/13/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/13/1992 vs A/Lyon/2279/1995,A/Stockholm/13/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/13/1992 vs A/Nanchang/933/1995,A/Stockholm/13/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/20/1991 vs A/Shandong/9/1993,A/Stockholm/20/1991,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Stockholm/20/1993 vs A/Beijing/353/1989,A/Stockholm/20/1993,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Stockholm/20/1993 vs A/HongKong/34/1990,A/Stockholm/20/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Stockholm/20/1993 vs A/Lyon/1149/1991,A/Stockholm/20/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Stockholm/20/1993 vs A/Netherlands/172/1996,A/Stockholm/20/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Stockholm/7/1992 vs A/Finland/338/1995,A/Stockholm/7/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/7/1992 vs A/Lyon/2279/1995,A/Stockholm/7/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/7/1992 vs A/Nanchang/933/1995,A/Stockholm/7/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Stockholm/8/1992 vs A/Shandong/9/1993,A/Stockholm/8/1992,A/Shandong/9/1993,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Sydney/5/1997 vs A/Beijing/32/1992,A/Sydney/5/1997,A/Beijing/32/1992,5,133;157;158;189;278,5,3,multi-block
H3N2,A/Texas/1/1977 vs A/Beijing/32/1992,A/Texas/1/1977,A/Beijing/32/1992,5,11;133;189;190;193,5,2,multi-block
H3N2,A/Texas/1/1977 vs A/England/42/1972,A/Texas/1/1977,A/England/42/1972,5,11;158;189;193;278,5,2,multi-block
H3N2,A/Texas/1/1977 vs A/HongKong/1/1968,A/Texas/1/1977,A/HongKong/1/1968,5,11;158;189;193;278,5,1,multi-block
H3N2,A/Texas/1/1977 vs A/HongKong/107/1971,A/Texas/1/1977,A/HongKong/107/1971,5,11;158;189;193;278,5,1,multi-block
H3N2,A/Umea/2000/1992 vs A/Finland/338/1995,A/Umea/2000/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Umea/2000/1992 vs A/Lyon/2279/1995,A/Umea/2000/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Umea/2000/1992 vs A/Nanchang/933/1995,A/Umea/2000/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Victoria/2/1990 vs A/Amsterdam/1609/1977,A/Victoria/2/1990,A/Amsterdam/1609/1977,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Victoria/2/1990 vs A/Bilthoven/21793/1972,A/Victoria/2/1990,A/Bilthoven/21793/1972,5,11;133;158;189;278,5,1,multi-block
H3N2,A/Victoria/2/1990 vs A/Netherlands/1/1995,A/Victoria/2/1990,A/Netherlands/1/1995,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Victoria/3/1975 vs A/Beijing/352/1989,A/Victoria/3/1975,A/Beijing/352/1989,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Victoria/3/1975 vs A/Beijing/353/1989,A/Victoria/3/1975,A/Beijing/353/1989,5,11;133;158;189;193,5,1,multi-block
H3N2,A/Victoria/33/1992 vs A/Finland/338/1995,A/Victoria/33/1992,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Victoria/33/1992 vs A/Lyon/2279/1995,A/Victoria/33/1992,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Victoria/33/1992 vs A/Nanchang/933/1995,A/Victoria/33/1992,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Wellington/3/1990 vs A/Finland/338/1995,A/Wellington/3/1990,A/Finland/338/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Wellington/3/1990 vs A/Lyon/2279/1995,A/Wellington/3/1990,A/Lyon/2279/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Wellington/3/1990 vs A/Nanchang/933/1995,A/Wellington/3/1990,A/Nanchang/933/1995,5,133;157;189;190;278,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Beijing/353/1989,A/Yamagata/56/1993,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/HongKong/34/1990,A/Yamagata/56/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Lyon/1149/1991,A/Yamagata/56/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Netherlands/172/1996,A/Yamagata/56/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Netherlands/450/1988,A/Yamagata/56/1993,A/Netherlands/450/1988,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Netherlands/620/1989,A/Yamagata/56/1993,A/Netherlands/620/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Shanghai/11/1987,A/Yamagata/56/1993,A/Shanghai/11/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/56/1993 vs A/Sichuan/2/1987,A/Yamagata/56/1993,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Beijing/353/1989,A/Yamagata/61/1993,A/Beijing/353/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/HongKong/34/1990,A/Yamagata/61/1993,A/HongKong/34/1990,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Lyon/1149/1991,A/Yamagata/61/1993,A/Lyon/1149/1991,5,133;157;158;189;190,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Netherlands/172/1996,A/Yamagata/61/1993,A/Netherlands/172/1996,5,133;158;189;193;278,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Netherlands/450/1988,A/Yamagata/61/1993,A/Netherlands/450/1988,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Netherlands/620/1989,A/Yamagata/61/1993,A/Netherlands/620/1989,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Shanghai/11/1987,A/Yamagata/61/1993,A/Shanghai/11/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Yamagata/61/1993 vs A/Sichuan/2/1987,A/Yamagata/61/1993,A/Sichuan/2/1987,5,133;157;189;190;193,5,1,multi-block
H3N2,A/Auckland/10/1997 vs A/HongKong/1/1968,A/Auckland/10/1997,A/HongKong/1/1968,6,11;157;158;189;190;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/England/42/1972,A/Beijing/32/1992,A/England/42/1972,6,11;133;158;189;190;278,6,2,multi-block
H3N2,A/Beijing/32/1992 vs A/Guizhou/54/1989,A/Beijing/32/1992,A/Guizhou/54/1989,6,133;157;158;189;190;193,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/HongKong/1/1968,A/Beijing/32/1992,A/HongKong/1/1968,6,11;133;158;189;190;278,6,2,multi-block
H3N2,A/Beijing/32/1992 vs A/HongKong/107/1971,A/Beijing/32/1992,A/HongKong/107/1971,6,11;133;158;189;190;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/HongKong/34/1990,A/Beijing/32/1992,A/HongKong/34/1990,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Netherlands/172/1996,A/Beijing/32/1992,A/Netherlands/172/1996,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Netherlands/218/1995,A/Beijing/32/1992,A/Netherlands/218/1995,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Netherlands/286/1997,A/Beijing/32/1992,A/Netherlands/286/1997,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Netherlands/47/1995,A/Beijing/32/1992,A/Netherlands/47/1995,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Scotland/840/1974,A/Beijing/32/1992,A/Scotland/840/1974,6,133;157;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/32/1992 vs A/Victoria/3/1975,A/Beijing/32/1992,A/Victoria/3/1975,6,11;133;158;189;190;193,6,2,multi-block
H3N2,A/Beijing/352/1989 vs A/England/42/1972,A/Beijing/352/1989,A/England/42/1972,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/352/1989 vs A/Finland/338/1995,A/Beijing/352/1989,A/Finland/338/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/352/1989 vs A/HongKong/1/1968,A/Beijing/352/1989,A/HongKong/1/1968,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/352/1989 vs A/Lyon/2279/1995,A/Beijing/352/1989,A/Lyon/2279/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/352/1989 vs A/Nanchang/933/1995,A/Beijing/352/1989,A/Nanchang/933/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/England/42/1972,A/Beijing/353/1989,A/England/42/1972,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Finland/338/1995,A/Beijing/353/1989,A/Finland/338/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Guizhou/54/1989,A/Beijing/353/1989,A/Guizhou/54/1989,6,133;157;158;189;190;193,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/HongKong/1/1968,A/Beijing/353/1989,A/HongKong/1/1968,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/HongKong/107/1971,A/Beijing/353/1989,A/HongKong/107/1971,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Lyon/2279/1995,A/Beijing/353/1989,A/Lyon/2279/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Nanchang/933/1995,A/Beijing/353/1989,A/Nanchang/933/1995,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Netherlands/1/1995,A/Beijing/353/1989,A/Netherlands/1/1995,6,133;157;158;189;190;193,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Netherlands/5/1998,A/Beijing/353/1989,A/Netherlands/5/1998,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/PortChalmers/1/1973,A/Beijing/353/1989,A/PortChalmers/1/1973,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Beijing/353/1989 vs A/Singapore/1/1996,A/Beijing/353/1989,A/Singapore/1/1996,6,133;157;189;190;193;278,6,1,multi-block
H3N2,A/Bilthoven/15793/1968 vs A/Leningrad/360/1986,A/Bilthoven/15793/1968,A/Leningrad/360/1986,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/15793/1968 vs A/Netherlands/330/1985,A/Bilthoven/15793/1968,A/Netherlands/330/1985,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/15793/1968 vs A/Philippines/2/1982,A/Bilthoven/15793/1968,A/Philippines/2/1982,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/15793/1968 vs A/Wellington/4/1985,A/Bilthoven/15793/1968,A/Wellington/4/1985,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/16190/1968 vs A/Netherlands/209/1980,A/Bilthoven/16190/1968,A/Netherlands/209/1980,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/16190/1968 vs A/Netherlands/241/1982,A/Bilthoven/16190/1968,A/Netherlands/241/1982,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/16190/1968 vs A/Netherlands/330/1985,A/Bilthoven/16190/1968,A/Netherlands/330/1985,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/16190/1968 vs A/Rotterdam/577/1980,A/Bilthoven/16190/1968,A/Rotterdam/577/1980,6,11;133;158;189;193;278,6,1,multi-block
H3N2,A/Bilthoven/16190/1968 vs A/Stockholm/10/1985,A/Bilthoven/16190/1968,A/Stockholm/10/1985,6,11;133;158;189;193;278,6,1,multi-block
